,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,8.215650382226158e-15,0.014903531204556682,0.05528851811167887,0.06279046566042024,-0.08253319287506575,-0.030558010417404982,-0.13692915845810547,-0.049448450409985384,-0.06468408821676164,-0.010412372364174218
AGEP,0.014903531204556682,2.220446049250313e-16,-0.039021083733950204,0.15205088782473158,-0.0020234210591962704,0.11545983909456278,0.09403271714842737,0.029276484402274983,0.05889853434878481,-0.011352529112185428
SEX,0.05528851811167887,-0.039021083733950204,4.773959005888173e-15,0.022250339460708153,-0.049178552066412265,-0.05514755179030387,0.009430332242645188,0.012965013088694933,-0.04873590984507731,0.11705028233840473
MSP,0.06279046566042024,0.15205088782473158,0.022250339460708153,8.215650382226158e-15,-0.09791839691349784,-0.05517517858660535,0.07603508217450916,-0.050265634331558395,-0.03196492687796154,0.22290010720252307
HISP,-0.08253319287506575,-0.0020234210591962704,-0.049178552066412265,-0.09791839691349784,1.099120794378905e-14,-0.31475551561333265,0.06916197861500827,-0.0005667550346009319,-0.19566671672264246,0.055055856872048475
RAC1P,-0.030558010417404982,0.11545983909456278,-0.05514755179030387,-0.05517517858660535,-0.31475551561333265,4.440892098500626e-15,-0.02290535959454175,-0.019279691444340545,-0.18685323608244445,0.20650605519975568
NOC,-0.13692915845810547,0.09403271714842737,0.009430332242645188,0.07603508217450916,0.06916197861500827,-0.02290535959454175,4.884981308350689e-15,-0.24470943408555318,-0.18157092349800452,0.008598399220834108
NPF,-0.049448450409985384,0.029276484402274983,0.012965013088694933,-0.050265634331558395,-0.0005667550346009319,-0.019279691444340545,-0.24470943408555318,-1.887379141862766e-15,-0.13092316962505446,0.014765348162034175
OWN_RENT,-0.06468408821676164,0.05889853434878481,-0.04873590984507731,-0.03196492687796154,-0.19566671672264246,-0.18685323608244445,-0.18157092349800452,-0.13092316962505446,8.326672684688674e-15,0.010201087120136784
PINCP_DECILE,-0.010412372364174218,-0.011352529112185428,0.11705028233840473,0.22290010720252307,0.055055856872048475,0.20650605519975568,0.008598399220834108,0.014765348162034175,0.010201087120136784,8.43769498715119e-15
