,Target,QID Combination,DiSCO Score
0,HOUSING_TYPE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0005
1,HOUSING_TYPE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
2,HOUSING_TYPE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0527
3,HOUSING_TYPE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
4,HOUSING_TYPE,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0018
5,HOUSING_TYPE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0236
6,HOUSING_TYPE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.2387
7,HOUSING_TYPE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0319
8,HOUSING_TYPE,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1235
9,HOUSING_TYPE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0542
10,HOUSING_TYPE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0003
11,HOUSING_TYPE,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.011
12,HOUSING_TYPE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.1688
13,HOUSING_TYPE,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2167
14,HOUSING_TYPE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0398
15,OWN_RENT,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0006
16,OWN_RENT,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
17,OWN_RENT,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0039
18,OWN_RENT,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0
19,OWN_RENT,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
20,OWN_RENT,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.001
21,OWN_RENT,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.023
22,OWN_RENT,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0019
23,OWN_RENT,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0063
24,OWN_RENT,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0022
25,OWN_RENT,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0001
26,OWN_RENT,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0004
27,OWN_RENT,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.006
28,OWN_RENT,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0188
29,OWN_RENT,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0013
30,EDU,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
31,EDU,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
32,EDU,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0003
33,EDU,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0
34,EDU,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
35,EDU,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
36,EDU,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0002
37,EDU,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
38,EDU,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
39,EDU,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0008
40,EDU,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0
41,EDU,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0002
42,EDU,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0023
43,EDU,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.008
44,EDU,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0001
45,DVET,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
46,DVET,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0036
47,DVET,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0061
48,DVET,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0
49,DVET,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0006
50,DVET,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
51,DVET,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0194
52,DVET,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
53,DVET,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
54,DVET,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.3457
55,DVET,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.02
56,DVET,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1176
57,DVET,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.139
58,DVET,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2568
59,DVET,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.008
60,AGEP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
61,AGEP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0001
62,AGEP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
63,AGEP,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0
64,AGEP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
65,AGEP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
66,AGEP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
67,AGEP,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
68,AGEP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
69,AGEP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0003
70,AGEP,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0006
71,AGEP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0099
72,AGEP,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0
73,AGEP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
74,AGEP,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
75,MSP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
76,MSP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0001
77,MSP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
78,MSP,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0023
79,MSP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
80,MSP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
81,MSP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
82,MSP,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0055
83,MSP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
84,MSP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0039
85,MSP,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.1264
86,MSP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0354
87,MSP,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0261
88,MSP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0048
89,MSP,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0518
90,PINCP_DECILE,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
91,PINCP_DECILE,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
92,PINCP_DECILE,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
93,PINCP_DECILE,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0002
94,PINCP_DECILE,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0
95,PINCP_DECILE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
96,PINCP_DECILE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
97,PINCP_DECILE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0052
98,PINCP_DECILE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
99,PINCP_DECILE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0008
100,PINCP_DECILE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0638
101,PINCP_DECILE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0022
102,PINCP_DECILE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0219
103,PINCP_DECILE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0001
