,feature,divergence
22,PWGTP,4.340270341173485
23,WGTP,3.907415954500789
1,AGEP,0.8552341186996717
14,PINCP,0.46590909090909105
7,NPF,0.4415640219618688
11,INDP,0.3702137496639167
15,PINCP_DECILE,0.2504545454545455
13,EDU,0.22616643534663627
16,POVPIP,0.15088827721064196
12,INDP_CAT,0.13724247955264476
6,NOC,0.08839448549267319
0,PUMA,0.07722055593604626
2,SEX,0.05515836990212364
3,MSP,0.0367425996756095
10,DENSITY,0.01777873573962596
4,HISP,0.015239636297808957
18,DREM,0.012914301667950254
5,RAC1P,0.012327147009489435
9,OWN_RENT,0.01155420580185973
8,HOUSING_TYPE,0.007928499121497519
17,DVET,0.007059763034921432
19,DPHY,0.00530091803818309
21,DEAR,0.0012664894280970534
20,DEYE,0.0009123745522594158
