,feature,divergence
23,WGTP,1.970327585501555
22,PWGTP,1.2518797843909952
1,AGEP,1.1761031017911754
16,POVPIP,0.6702110442157054
14,PINCP,0.6235554869442486
15,PINCP_DECILE,0.5745068681318681
13,EDU,0.46263970964671686
11,INDP,0.35700866379041474
0,PUMA,0.24277920090903216
7,NPF,0.20663114064718943
12,INDP_CAT,0.16487366623001642
10,DENSITY,0.15462072002730298
9,OWN_RENT,0.11096352926424422
6,NOC,0.0982368729406816
3,MSP,0.08355388004613347
5,RAC1P,0.058194515349857895
8,HOUSING_TYPE,0.032493482853979544
4,HISP,0.010211542509679145
20,DEYE,0.007404794633068042
2,SEX,0.007385000659021923
19,DPHY,0.004845903738599305
18,DREM,0.004337588951872619
17,DVET,0.0036706838624186726
21,DEAR,0.001689199138896015
