,feature,divergence
1,AGEP,0.30571041076593375
0,PUMA,0.2504050732456008
10,INDP,0.11630827556922789
14,PINCP_DECILE,0.1100126079351284
13,PINCP,0.10962836924557046
12,EDU,0.09768916638578029
15,POVPIP,0.046963720192352156
3,MSP,0.0382452986099219
11,INDP_CAT,0.0348423778222777
2,SEX,0.0212751852334625
7,NPF,0.020418686169315393
6,NOC,0.014491964105092328
5,RAC1P,0.009148632207861059
17,DREM,0.005668711519744109
4,HISP,0.005564758478030893
18,DPHY,0.003578674923139985
9,OWN_RENT,0.002902193367687489
20,DEAR,0.0020160961204322425
8,HOUSING_TYPE,0.0014094753644975262
16,DVET,0.0009285972566198664
19,DEYE,0.0007741746099316667
