,Target,QID Combination,DiSCO Score
130,DENSITY,"('NPF', 'PWGTP', 'RAC1P', 'SEX')",0.0083
131,DENSITY,"('DVET', 'NPF', 'RAC1P', 'SEX')",0.0007
132,DENSITY,"('PINCP_DECILE', 'PUMA', 'RAC1P', 'SEX')",0.0236
133,DENSITY,"('INDP', 'PUMA', 'RAC1P', 'SEX')",0.1332
134,DENSITY,"('DEAR', 'PUMA', 'RAC1P', 'SEX')",0.0023
135,DENSITY,"('EDU', 'PUMA', 'RAC1P', 'SEX')",0.0276
136,DENSITY,"('OWN_RENT', 'PUMA', 'RAC1P', 'SEX')",0.0058
137,DENSITY,"('NOC', 'PUMA', 'RAC1P', 'SEX')",0.0189
138,DENSITY,"('HISP', 'PUMA', 'RAC1P', 'SEX')",0.0068
139,DENSITY,"('PUMA', 'RAC1P', 'SEX', 'WGTP')",0.0339
140,DENSITY,"('DEYE', 'PUMA', 'RAC1P', 'SEX')",0.0035
141,DENSITY,"('AGEP', 'PUMA', 'RAC1P', 'SEX')",0.0412
142,DENSITY,"('PUMA', 'PWGTP', 'RAC1P', 'SEX')",0.0376
143,DENSITY,"('DVET', 'PUMA', 'RAC1P', 'SEX')",0.0052
144,DENSITY,"('INDP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0247
145,DENSITY,"('DEAR', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.001
146,DENSITY,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0025
147,DENSITY,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0013
148,DENSITY,"('NOC', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.004
149,DENSITY,"('HISP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.002
150,DENSITY,"('PINCP_DECILE', 'RAC1P', 'SEX', 'WGTP')",0.0083
151,DENSITY,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0007
152,DENSITY,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0073
153,DENSITY,"('PINCP_DECILE', 'PWGTP', 'RAC1P', 'SEX')",0.0083
154,DENSITY,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0013
155,DENSITY,"('DEAR', 'INDP', 'RAC1P', 'SEX')",0.0078
156,DENSITY,"('EDU', 'INDP', 'RAC1P', 'SEX')",0.025
157,DENSITY,"('INDP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0117
158,DENSITY,"('INDP', 'NOC', 'RAC1P', 'SEX')",0.0152
159,DENSITY,"('HISP', 'INDP', 'RAC1P', 'SEX')",0.0105
160,DENSITY,"('INDP', 'RAC1P', 'SEX', 'WGTP')",0.0332
161,DENSITY,"('DEYE', 'INDP', 'RAC1P', 'SEX')",0.0077
162,DENSITY,"('AGEP', 'INDP', 'RAC1P', 'SEX')",0.0299
163,DENSITY,"('INDP', 'PWGTP', 'RAC1P', 'SEX')",0.0325
164,DENSITY,"('DVET', 'INDP', 'RAC1P', 'SEX')",0.0072
165,DENSITY,"('DEAR', 'EDU', 'RAC1P', 'SEX')",0.001
166,DENSITY,"('DEAR', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
167,DENSITY,"('DEAR', 'NOC', 'RAC1P', 'SEX')",0.0004
168,DENSITY,"('DEAR', 'HISP', 'RAC1P', 'SEX')",0.0001
169,DENSITY,"('DEAR', 'RAC1P', 'SEX', 'WGTP')",0.0012
170,DENSITY,"('DEAR', 'DEYE', 'RAC1P', 'SEX')",0.0001
171,DENSITY,"('AGEP', 'DEAR', 'RAC1P', 'SEX')",0.0013
172,DENSITY,"('DEAR', 'PWGTP', 'RAC1P', 'SEX')",0.0007
173,DENSITY,"('DEAR', 'DVET', 'RAC1P', 'SEX')",0.0003
174,DENSITY,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0016
175,DENSITY,"('EDU', 'NOC', 'RAC1P', 'SEX')",0.0051
176,DENSITY,"('EDU', 'HISP', 'RAC1P', 'SEX')",0.0032
177,DENSITY,"('EDU', 'RAC1P', 'SEX', 'WGTP')",0.0104
178,DENSITY,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0015
179,DENSITY,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0079
180,DENSITY,"('EDU', 'PWGTP', 'RAC1P', 'SEX')",0.0099
181,DENSITY,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0021
182,DENSITY,"('NOC', 'OWN_RENT', 'RAC1P', 'SEX')",0.0014
183,DENSITY,"('HISP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0005
184,DENSITY,"('OWN_RENT', 'RAC1P', 'SEX', 'WGTP')",0.0008
185,DENSITY,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
186,DENSITY,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0014
187,DENSITY,"('OWN_RENT', 'PWGTP', 'RAC1P', 'SEX')",0.0017
188,DENSITY,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0006
189,DENSITY,"('HISP', 'NOC', 'RAC1P', 'SEX')",0.0022
190,DENSITY,"('NOC', 'RAC1P', 'SEX', 'WGTP')",0.0051
191,DENSITY,"('DEYE', 'NOC', 'RAC1P', 'SEX')",0.0003
192,DENSITY,"('AGEP', 'NOC', 'RAC1P', 'SEX')",0.0045
193,DENSITY,"('NOC', 'PWGTP', 'RAC1P', 'SEX')",0.007
194,DENSITY,"('DVET', 'NOC', 'RAC1P', 'SEX')",0.0011
195,DENSITY,"('HISP', 'RAC1P', 'SEX', 'WGTP')",0.004
196,DENSITY,"('DEYE', 'HISP', 'RAC1P', 'SEX')",0.0001
197,DENSITY,"('AGEP', 'HISP', 'RAC1P', 'SEX')",0.0043
198,DENSITY,"('HISP', 'PWGTP', 'RAC1P', 'SEX')",0.0039
199,DENSITY,"('DVET', 'HISP', 'RAC1P', 'SEX')",0.0002
200,DENSITY,"('DEYE', 'RAC1P', 'SEX', 'WGTP')",0.001
201,DENSITY,"('AGEP', 'RAC1P', 'SEX', 'WGTP')",0.013
202,DENSITY,"('PWGTP', 'RAC1P', 'SEX', 'WGTP')",0.0076
203,DENSITY,"('DVET', 'RAC1P', 'SEX', 'WGTP')",0.0018
204,DENSITY,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0008
205,DENSITY,"('DEYE', 'PWGTP', 'RAC1P', 'SEX')",0.0008
206,DENSITY,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0003
207,DENSITY,"('AGEP', 'PWGTP', 'RAC1P', 'SEX')",0.0154
208,DENSITY,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.001
209,DENSITY,"('DVET', 'PWGTP', 'RAC1P', 'SEX')",0.0015
210,HOUSING_TYPE,"('DENSITY', 'POVPIP', 'RAC1P', 'SEX')",0.3357
211,HOUSING_TYPE,"('DENSITY', 'DPHY', 'RAC1P', 'SEX')",0.0687
212,HOUSING_TYPE,"('DENSITY', 'PINCP', 'RAC1P', 'SEX')",0.3844
213,HOUSING_TYPE,"('DENSITY', 'MSP', 'RAC1P', 'SEX')",0.2316
214,HOUSING_TYPE,"('DENSITY', 'DREM', 'RAC1P', 'SEX')",0.0688
215,HOUSING_TYPE,"('DENSITY', 'INDP_CAT', 'RAC1P', 'SEX')",0.2343
216,HOUSING_TYPE,"('DENSITY', 'NPF', 'RAC1P', 'SEX')",0.5527
217,HOUSING_TYPE,"('DENSITY', 'PUMA', 'RAC1P', 'SEX')",0.0701
218,HOUSING_TYPE,"('DENSITY', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3862
219,HOUSING_TYPE,"('DENSITY', 'INDP', 'RAC1P', 'SEX')",0.4227
220,HOUSING_TYPE,"('DEAR', 'DENSITY', 'RAC1P', 'SEX')",0.0296
221,HOUSING_TYPE,"('DENSITY', 'EDU', 'RAC1P', 'SEX')",0.308
222,HOUSING_TYPE,"('DENSITY', 'OWN_RENT', 'RAC1P', 'SEX')",0.1248
223,HOUSING_TYPE,"('DENSITY', 'NOC', 'RAC1P', 'SEX')",0.3401
224,HOUSING_TYPE,"('DENSITY', 'HISP', 'RAC1P', 'SEX')",0.0488
225,HOUSING_TYPE,"('DENSITY', 'RAC1P', 'SEX', 'WGTP')",0.6935
226,HOUSING_TYPE,"('DENSITY', 'DEYE', 'RAC1P', 'SEX')",0.0296
227,HOUSING_TYPE,"('AGEP', 'DENSITY', 'RAC1P', 'SEX')",0.3403
228,HOUSING_TYPE,"('DENSITY', 'PWGTP', 'RAC1P', 'SEX')",0.356
229,HOUSING_TYPE,"('DENSITY', 'DVET', 'RAC1P', 'SEX')",0.0279
230,HOUSING_TYPE,"('DPHY', 'POVPIP', 'RAC1P', 'SEX')",0.1393
231,HOUSING_TYPE,"('PINCP', 'POVPIP', 'RAC1P', 'SEX')",0.5616
232,HOUSING_TYPE,"('MSP', 'POVPIP', 'RAC1P', 'SEX')",0.3364
233,HOUSING_TYPE,"('DREM', 'POVPIP', 'RAC1P', 'SEX')",0.13
234,HOUSING_TYPE,"('INDP_CAT', 'POVPIP', 'RAC1P', 'SEX')",0.4216
235,HOUSING_TYPE,"('NPF', 'POVPIP', 'RAC1P', 'SEX')",0.6212
236,HOUSING_TYPE,"('POVPIP', 'PUMA', 'RAC1P', 'SEX')",0.5282
237,HOUSING_TYPE,"('PINCP_DECILE', 'POVPIP', 'RAC1P', 'SEX')",0.499
238,HOUSING_TYPE,"('INDP', 'POVPIP', 'RAC1P', 'SEX')",0.4983
239,HOUSING_TYPE,"('DEAR', 'POVPIP', 'RAC1P', 'SEX')",0.0856
240,HOUSING_TYPE,"('EDU', 'POVPIP', 'RAC1P', 'SEX')",0.424
241,HOUSING_TYPE,"('OWN_RENT', 'POVPIP', 'RAC1P', 'SEX')",0.2439
242,HOUSING_TYPE,"('NOC', 'POVPIP', 'RAC1P', 'SEX')",0.4018
243,HOUSING_TYPE,"('HISP', 'POVPIP', 'RAC1P', 'SEX')",0.1232
244,HOUSING_TYPE,"('POVPIP', 'RAC1P', 'SEX', 'WGTP')",0.7132
245,HOUSING_TYPE,"('DEYE', 'POVPIP', 'RAC1P', 'SEX')",0.0931
246,HOUSING_TYPE,"('AGEP', 'POVPIP', 'RAC1P', 'SEX')",0.5669
247,HOUSING_TYPE,"('POVPIP', 'PWGTP', 'RAC1P', 'SEX')",0.585
248,HOUSING_TYPE,"('DVET', 'POVPIP', 'RAC1P', 'SEX')",0.0828
249,HOUSING_TYPE,"('DPHY', 'PINCP', 'RAC1P', 'SEX')",0.1401
250,HOUSING_TYPE,"('DPHY', 'MSP', 'RAC1P', 'SEX')",0.0911
251,HOUSING_TYPE,"('DPHY', 'DREM', 'RAC1P', 'SEX')",0.0314
252,HOUSING_TYPE,"('DPHY', 'INDP_CAT', 'RAC1P', 'SEX')",0.0766
253,HOUSING_TYPE,"('DPHY', 'NPF', 'RAC1P', 'SEX')",0.2775
254,HOUSING_TYPE,"('DPHY', 'PUMA', 'RAC1P', 'SEX')",0.1045
255,HOUSING_TYPE,"('DPHY', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0891
256,HOUSING_TYPE,"('DPHY', 'INDP', 'RAC1P', 'SEX')",0.2619
257,HOUSING_TYPE,"('DEAR', 'DPHY', 'RAC1P', 'SEX')",0.0181
258,HOUSING_TYPE,"('DPHY', 'EDU', 'RAC1P', 'SEX')",0.1118
259,HOUSING_TYPE,"('DPHY', 'OWN_RENT', 'RAC1P', 'SEX')",0.0566
260,HOUSING_TYPE,"('DPHY', 'NOC', 'RAC1P', 'SEX')",0.1548
261,HOUSING_TYPE,"('DPHY', 'HISP', 'RAC1P', 'SEX')",0.0298
262,HOUSING_TYPE,"('DPHY', 'RAC1P', 'SEX', 'WGTP')",0.3595
263,HOUSING_TYPE,"('DEYE', 'DPHY', 'RAC1P', 'SEX')",0.0175
264,HOUSING_TYPE,"('AGEP', 'DPHY', 'RAC1P', 'SEX')",0.0959
265,HOUSING_TYPE,"('DPHY', 'PWGTP', 'RAC1P', 'SEX')",0.1409
266,HOUSING_TYPE,"('DPHY', 'DVET', 'RAC1P', 'SEX')",0.0223
267,HOUSING_TYPE,"('MSP', 'PINCP', 'RAC1P', 'SEX')",0.325
268,HOUSING_TYPE,"('DREM', 'PINCP', 'RAC1P', 'SEX')",0.1593
269,HOUSING_TYPE,"('INDP_CAT', 'PINCP', 'RAC1P', 'SEX')",0.3553
270,HOUSING_TYPE,"('NPF', 'PINCP', 'RAC1P', 'SEX')",0.6243
271,HOUSING_TYPE,"('PINCP', 'PUMA', 'RAC1P', 'SEX')",0.5359
272,HOUSING_TYPE,"('PINCP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3812
273,HOUSING_TYPE,"('INDP', 'PINCP', 'RAC1P', 'SEX')",0.3441
274,HOUSING_TYPE,"('DEAR', 'PINCP', 'RAC1P', 'SEX')",0.0859
275,HOUSING_TYPE,"('EDU', 'PINCP', 'RAC1P', 'SEX')",0.442
276,HOUSING_TYPE,"('OWN_RENT', 'PINCP', 'RAC1P', 'SEX')",0.4263
277,HOUSING_TYPE,"('NOC', 'PINCP', 'RAC1P', 'SEX')",0.5201
278,HOUSING_TYPE,"('HISP', 'PINCP', 'RAC1P', 'SEX')",0.1239
279,HOUSING_TYPE,"('PINCP', 'RAC1P', 'SEX', 'WGTP')",0.7652
280,HOUSING_TYPE,"('DEYE', 'PINCP', 'RAC1P', 'SEX')",0.0874
281,HOUSING_TYPE,"('AGEP', 'PINCP', 'RAC1P', 'SEX')",0.5028
282,HOUSING_TYPE,"('PINCP', 'PWGTP', 'RAC1P', 'SEX')",0.5485
283,HOUSING_TYPE,"('DVET', 'PINCP', 'RAC1P', 'SEX')",0.0829
284,HOUSING_TYPE,"('DREM', 'MSP', 'RAC1P', 'SEX')",0.0675
285,HOUSING_TYPE,"('INDP_CAT', 'MSP', 'RAC1P', 'SEX')",0.2989
286,HOUSING_TYPE,"('MSP', 'NPF', 'RAC1P', 'SEX')",0.5008
287,HOUSING_TYPE,"('MSP', 'PUMA', 'RAC1P', 'SEX')",0.4478
288,HOUSING_TYPE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3072
289,HOUSING_TYPE,"('INDP', 'MSP', 'RAC1P', 'SEX')",0.3939
290,HOUSING_TYPE,"('DEAR', 'MSP', 'RAC1P', 'SEX')",0.0494
291,HOUSING_TYPE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.3802
292,HOUSING_TYPE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.1886
293,HOUSING_TYPE,"('MSP', 'NOC', 'RAC1P', 'SEX')",0.2983
294,HOUSING_TYPE,"('HISP', 'MSP', 'RAC1P', 'SEX')",0.0767
295,HOUSING_TYPE,"('MSP', 'RAC1P', 'SEX', 'WGTP')",0.6354
296,HOUSING_TYPE,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0426
297,HOUSING_TYPE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.3457
298,HOUSING_TYPE,"('MSP', 'PWGTP', 'RAC1P', 'SEX')",0.5005
299,HOUSING_TYPE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0456
300,HOUSING_TYPE,"('DREM', 'INDP_CAT', 'RAC1P', 'SEX')",0.0736
301,HOUSING_TYPE,"('DREM', 'NPF', 'RAC1P', 'SEX')",0.2988
302,HOUSING_TYPE,"('DREM', 'PUMA', 'RAC1P', 'SEX')",0.1055
303,HOUSING_TYPE,"('DREM', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0928
304,HOUSING_TYPE,"('DREM', 'INDP', 'RAC1P', 'SEX')",0.2531
305,HOUSING_TYPE,"('DEAR', 'DREM', 'RAC1P', 'SEX')",0.0297
306,HOUSING_TYPE,"('DREM', 'EDU', 'RAC1P', 'SEX')",0.1049
307,HOUSING_TYPE,"('DREM', 'OWN_RENT', 'RAC1P', 'SEX')",0.0648
308,HOUSING_TYPE,"('DREM', 'NOC', 'RAC1P', 'SEX')",0.1636
309,HOUSING_TYPE,"('DREM', 'HISP', 'RAC1P', 'SEX')",0.0412
310,HOUSING_TYPE,"('DREM', 'RAC1P', 'SEX', 'WGTP')",0.3867
311,HOUSING_TYPE,"('DEYE', 'DREM', 'RAC1P', 'SEX')",0.0277
312,HOUSING_TYPE,"('AGEP', 'DREM', 'RAC1P', 'SEX')",0.1068
313,HOUSING_TYPE,"('DREM', 'PWGTP', 'RAC1P', 'SEX')",0.1402
