,Target samples,Deid. samples
0,72,0
1,0,0
2,0,0
3,37,1
4,0,0
5,0,0
6,0,0
7,285,21
8,0,0
9,0,0
10,0,0
11,8,1
12,0,0
13,0,0
14,0,0
15,73,13
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,295,120
29,0,0
30,116,50
31,47,21
32,0,0
33,205,102
34,0,0
35,0,0
36,37,21
37,702,418
38,0,0
39,1551,992
40,0,0
41,0,0
42,0,0
43,0,0
44,482,372
45,155,128
46,0,0
47,276,241
48,0,0
49,1122,1085
50,472,477
51,0,0
52,0,0
53,0,0
54,0,0
55,2239,2721
56,280,363
57,337,463
58,0,0
59,69,98
60,19,29
61,0,0
62,88,145
63,0,0
64,70,127
65,0,0
66,81,159
67,4,8
68,88,189
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,14,56
81,5,22
82,26,119
83,0,0
84,18,98
85,0,0
86,0,0
87,0,0
88,0,0
89,3,24
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,91
