,feature,divergence
6,RECEIPTS_NOISY,14.07465798154154
5,PAYROLL_NOISY,6.875559282395319
4,EMPLOYMENT_NOISY,3.4521800021074145
2,RG,2.5112129234035923
7,PCT1,2.2801847834248363
3,TABWGT,1.926829309321972
27,AGE1,1.2357232391380482
26,EDUC1,1.1757729775716692
17,ACQYR1,1.0616520385008321
23,HOURS1,1.0071697623089935
30,ESTABLISHED,0.958799562626049
45,SCAMOUNT,0.9476638400100688
128,NUMOWNERS,0.7751362991639312
104,WEBSITE,0.6484153742075307
67,OTHERBUS,0.6390564998781397
107,ONLINEPURCH,0.5566157762916504
18,PROVIDE1,0.5374457363911258
98,HEALTHINS,0.5368245005223312
92,PARTTIME,0.5091411421450837
96,CONTRACTORS,0.5057884430217743
68,INDIVIDUALS,0.4214117520886091
31,SCSAVINGS,0.41653164539828474
0,FIPST,0.39701149577774786
63,ECNOEXPAND,0.39430797816263935
101,HOLIDAYS,0.3882268280190577
25,SELFEMP1,0.38538289371427686
99,RETIREMENT,0.3717160387156182
20,FINANCIAL1,0.32802250825911333
127,FAMILYBUS,0.30187222980035144
19,MANAGE1,0.2722832672932442
126,HUSBWIFE,0.27176509177548
102,BENENABV,0.24837530204212394
37,SCBANKLOAN,0.22875628725343647
12,FOUNDED1,0.22334281093368347
70,EXPORTS,0.21855402691418102
106,ECOMMPCT,0.20845524235188384
46,HOMEBASED,0.20832213901678107
117,ONETIME,0.20543389616278795
91,FULLTIME,0.20494134741185718
116,DECEASED,0.20254217699257915
59,ECGRANT,0.20240850326199644
120,NOPERSCRED,0.20022748948514252
57,ECVENTURE,0.2001376299484948
94,TEMPSTAFF,0.1999521701807224
121,STARTANOTHER,0.19924748237585985
111,OCCASIONALLY,0.19873755502936588
119,NOBUSCRED,0.19792234985627002
86,SPANISH,0.19736324478262476
54,ECGOVTGUAR,0.19665151851243534
40,SCGRANT,0.1965553107075755
53,ECGOVTLOAN,0.1955504513950006
62,ECNOACCESS,0.19549654219295803
115,RETIRED,0.19542828405182172
87,TAGALOG,0.1919620730787876
78,GREEK,0.19070518394489944
74,ARABIC,0.18983119210148666
81,JAPANESE,0.18965145286609275
85,RUSSIAN,0.18956092036227884
82,KOREAN,0.18943466280927407
80,ITALIAN,0.18921697576520685
79,HINDI,0.1891247007065597
73,ENGLISH,0.1881793323544268
39,SCVENTURE,0.18781765745965476
89,LANGOTHER,0.1874763385952553
60,ECOTHER,0.18740011418223254
83,POLISH,0.1868754244381456
88,VIETNAMESE,0.18685648643965708
122,SOLDBUS,0.18683557035712833
77,GERMAN,0.1853294391221723
76,FRENCH,0.18462354952093116
47,FRANCHISE,0.1839393219697568
114,OPERATING,0.18389253393955476
56,ECFAMLOAN,0.18385945512898294
75,CHINESE,0.18198816562137593
93,DAYLABOR,0.18117588028656503
36,SCGOVTGUAR,0.18086333646373082
32,SCASSETS,0.18066030922434084
112,ACTIVITYNABV,0.1796010767361165
43,SCNONENEEDED,0.1790014914542994
34,SCCREDIT,0.1775694359261959
72,OUTSOURCE,0.17756174392953836
71,OPSOUTSIDE,0.17643917394023914
42,SCDONTKNOW,0.17579977571892186
55,ECBANKLOAN,0.17530655255988153
33,SCEQUITY,0.17303236499180244
84,PORTUGUESE,0.17269490396948534
38,SCFAMLOAN,0.17134723915226616
90,LANGNR,0.1706789047993299
95,LEASED,0.16936306899378478
24,PRMINC1,0.1692355593901795
97,EMPNR,0.16828943453218734
124,CEASENR,0.1678818175811853
108,LT40HOURS,0.16678736540800942
103,BENENR,0.1645989688007183
35,SCGOVTLOAN,0.16302159681437406
118,LOWSALES,0.16198920992083451
41,SCOTHER,0.1618185977018572
66,STATELOCAL,0.16116459287252233
14,INHERITED1,0.1610133581401095
109,LT12MONTHS,0.15964664708728893
44,SCNOTREPORTED,0.15753803200961258
123,CEASEOTHER,0.15723657967667964
49,ECSAVINGS,0.156892294285921
110,SEASONAL,0.15683452156836764
58,ECPROFITS,0.15658089063558683
15,RECEIVED1,0.15655562634155185
13,PURCHASED1,0.15573637874237825
48,FRANCHISER50,0.15566194795053592
51,ECEQUITY,0.15395251644422678
65,FEDERAL,0.15383858281487875
50,ECASSETS,0.1527368215243098
113,ACTIVITYNR,0.14987884776911758
69,CUSTNR,0.144335387078378
61,ECDONTKNOW,0.14304983599418997
21,FNCTNABV1,0.14019231339649874
29,DISVET1,0.13522137697918876
28,BORNUS1,0.12444312187536698
52,ECCREDIT,0.11515610514400441
105,ECOMMERCE,0.11033312312715138
100,PROFITSHARE,0.10776324935320689
9,RACE1,0.10770725034730194
22,FNCTNR1,0.1025594618253768
125,CEASENA,0.10067270569219916
16,ACQUIRENR1,0.09908751105968078
64,ECNOTREPORTED,0.09616234387135252
10,SEX1,0.06401400381601907
11,VET1,0.05197971076233773
8,ETH1,0.011853303956312698
1,N07_EMPLOYER,0.0
