,feature,divergence
22,PWGTP,12.830433960076405
23,WGTP,11.119426290580096
1,AGEP,10.365220262994615
14,PINCP,5.916461361095729
11,INDP,4.715609726939662
15,PINCP_DECILE,3.3052543608663285
12,INDP_CAT,3.2564318873040343
13,EDU,3.212722641870232
0,PUMA,1.0782594174254636
16,POVPIP,0.8062555183209849
10,DENSITY,0.634348942051541
3,MSP,0.5587995412259462
7,NPF,0.2916985808914943
6,NOC,0.24606781669793637
5,RAC1P,0.19049965175260383
9,OWN_RENT,0.16788861107465608
2,SEX,0.07994061061570368
18,DREM,0.05383263491273532
8,HOUSING_TYPE,0.040551025459496216
19,DPHY,0.04004563927874988
4,HISP,0.033320229443203855
20,DEYE,0.017110491403107664
21,DEAR,0.015959188235491386
17,DVET,0.012662391054102943
